,AveragePrice,Total Volume,Mango_4046,Mango_4225,Mango_4770,Small Bags,Large Bags,Total Bags,Anomaly,Anomaly_Score
924,1.63,28521116.0,3779757.0,14354759.0,18002628.0,2036390.6,3397227.8,5433618.5,0,-0.05528981992439752
925,0.5,11531603.0,16515321.0,21786344.0,1023640.75,2432325.5,1766954.1,4199279.5,1,0.029612747943128737
926,1.19,23204332.0,372372.66,9798964.0,14540314.0,1783760.1,13528362.0,15312122.0,0,-0.07001756660236735
927,1.96,32643192.0,18844636.0,9476973.0,3438902.2,498422.47,6629819.5,7128242.0,0,-0.07021677145628419
928,2.22,3333555.5,10241372.0,7829821.5,9018219.0,975641.8,12129703.0,13105344.0,0,-0.09218273011528777
929,1.16,44683460.0,4641658.0,3248218.8,18476008.0,1410854.2,12285072.0,13695927.0,0,-0.0621980042647573
930,0.83,33958940.0,58474.25,8611482.0,11258661.0,2218987.0,16618914.0,18837902.0,0,-0.034358574880013704
931,2.79,51814630.0,11454237.0,333160.78,10140688.0,1394744.0,3132550.2,4527294.0,0,-0.04354899623517383
932,3.21,16987878.0,5004806.5,11583626.0,1197274.4,1251051.6,17146952.0,18398004.0,0,-0.04013241832522796
933,1.92,56462676.0,12922342.0,19268624.0,5372955.5,661332.75,6287918.0,6949250.5,0,-0.06686742860639588
934,0.92,62424030.0,5755696.0,7305175.5,59109.43,1272206.1,17257396.0,18529602.0,0,-0.032260930717417424
935,1.21,57461350.0,1801902.2,2152459.5,16951604.0,811590.06,3944612.5,4756202.5,0,-0.030163926106273276
936,0.49,48622692.0,10338696.0,22146854.0,12492856.0,1437364.1,3101620.5,4538984.5,0,-0.024700867405090365
937,3.01,50777652.0,11555346.0,2933417.2,2286565.8,2059341.9,11929413.0,13988755.0,0,-0.055841418830090195
938,0.77,35862292.0,9264777.0,12024493.0,7041605.0,2408228.2,17510730.0,19918958.0,0,-0.0453728127553793
939,2.06,11885759.0,9376250.0,18403808.0,15719658.0,2061591.4,9431355.0,11492946.0,0,-0.09347734400623536
940,1.21,42318892.0,12070476.0,5739242.5,2718112.8,2109215.5,1597650.8,3706866.2,0,-0.048908706820370074
941,2.0,44551110.0,10774758.0,19138516.0,4460960.5,911605.44,16860166.0,17771772.0,0,-0.07241098885462299
942,2.27,61592136.0,2713733.5,12668766.0,10488741.0,1771056.6,9638970.0,11410027.0,0,-0.0759304659573588
943,2.77,33834428.0,4034456.0,7549417.5,2808070.8,988251.8,9789963.0,10778215.0,0,-0.09047658272854481
944,1.02,16962158.0,2902543.8,19688904.0,7414221.5,61704.84,4184850.2,4246555.0,0,-0.027933774848764248
945,0.47,42733420.0,14192158.0,14146533.0,19026892.0,2252435.0,3847419.2,6099854.5,0,-0.006952900087544345
946,0.82,61216520.0,10820712.0,13996067.0,10536105.0,133156.3,11814797.0,11947953.0,0,-0.04219208167642485
947,2.97,11076939.0,8799381.0,11463004.0,13590792.0,294181.75,8342591.0,8636773.0,0,-0.05415087992917644
948,2.9,20376768.0,16342456.0,6248524.0,12849833.0,46831.21,2863341.2,2910172.5,0,-0.02945153823744162
949,2.12,33870660.0,6669203.0,6933629.0,4101603.0,171265.88,18932364.0,19103630.0,0,-0.0307248926988537
950,2.13,10639446.0,11629469.0,2003236.6,16391868.0,150274.55,905394.3,1055668.9,0,-0.007340477097695808
951,2.31,1388998.1,1523166.2,5543158.5,2364494.0,1724720.4,840764.8,2565485.0,0,-0.006281294164056983
952,0.93,21063404.0,15238378.0,6318747.0,17854186.0,2173382.5,18958770.0,21132154.0,1,0.006185859159288598
953,3.01,54090572.0,14230987.0,1335084.2,4185989.5,2028717.8,4289605.5,6318323.5,0,-0.03033949145744086
954,1.62,2717101.2,16425170.0,2508956.0,18496390.0,1594797.0,272667.84,1867464.9,1,0.009438533012266381
955,1.52,26810536.0,18105730.0,6146530.0,15459053.0,2001490.1,7701235.5,9702726.0,0,-0.07886603580497742
956,1.9,47641870.0,15517273.0,15403171.0,3312481.2,1162614.4,4235459.0,5398073.5,0,-0.0822603771818492
957,0.57,59579300.0,17287192.0,4190170.0,3107503.0,2308107.5,15611257.0,17919364.0,0,-0.0031856206490884498
958,0.91,61597780.0,7075747.5,11868747.0,1637600.1,1171129.6,4910413.5,6081543.0,0,-0.051601728643460576
959,2.51,26375518.0,7028312.5,11551557.0,4792049.0,71839.58,15831300.0,15903139.0,0,-0.057246655447189876
960,0.67,59404388.0,19330378.0,18969042.0,12768964.0,1788809.6,10282952.0,12071762.0,0,-0.04175672876484915
961,2.13,2213967.5,18721864.0,13854588.0,10079889.0,2115415.8,15596129.0,17711544.0,0,-0.04600137675782601
962,1.13,46624040.0,11228055.0,20855876.0,11882527.0,571878.2,11893559.0,12465437.0,0,-0.08075143701612242
963,1.53,40175290.0,7503668.0,14285296.0,603291.1,809372.44,14642331.0,15451703.0,0,-0.07788988994104651
964,1.25,15596588.0,17727548.0,580317.9,1549296.4,1769679.1,8892430.0,10662109.0,0,-0.04310049548056705
965,1.44,31710312.0,6620411.0,8676509.0,13405706.0,1461190.6,8158130.0,9619321.0,0,-0.1051787488702775
966,2.46,8097913.5,3144998.0,15898879.0,16426642.0,2266253.2,8801826.0,11068079.0,0,-0.0477864549846736
967,1.27,54479756.0,13090781.0,10805990.0,6963126.5,1216367.9,14399280.0,15615648.0,0,-0.09041659387703249
968,2.03,22370706.0,872492.9,9538624.0,3225286.0,1712360.0,8569908.0,10282268.0,0,-0.07056745012398613
969,1.78,39131344.0,7760433.0,15273376.0,5973813.0,691707.9,5653472.0,6345179.5,0,-0.1027585843616659
970,2.3,9924486.0,16533341.0,6498599.0,7982312.0,2366745.0,15704271.0,18071016.0,0,-0.0662597455877908
971,3.07,12886534.0,6043244.5,20673448.0,12207708.0,941667.1,8036395.0,8978062.0,0,-0.0656658974269535
972,2.5,62002876.0,19064562.0,9396379.0,7932783.5,1373882.2,8660878.0,10034760.0,0,-0.07119229276021322
973,1.04,47072172.0,19566278.0,14356176.0,17378498.0,1569834.8,1593940.6,3163775.5,0,-0.01630811583882552
974,0.53,60128676.0,16700227.0,22341810.0,7772741.5,647491.3,7099847.0,7747338.5,0,-0.012426246490578441
975,1.18,18492428.0,20217624.0,17864660.0,3513773.5,806569.7,15935300.0,16741869.0,0,-0.03320865443346832
976,2.11,10286180.0,10865045.0,12091033.0,4811213.5,1279396.8,12938145.0,14217542.0,0,-0.10105819873654465
977,0.58,31444662.0,11651841.0,19545582.0,9011728.0,689736.4,2551810.0,3241546.2,0,-0.047459463826534876
978,1.83,30919604.0,17116814.0,12746380.0,15158755.0,331426.47,9087430.0,9418856.0,0,-0.06784817403643217
979,2.12,10935215.0,10088006.0,10044796.0,16843136.0,2130322.8,17929356.0,20059678.0,0,-0.04087624744179574
980,1.38,45830384.0,8325791.5,19865478.0,3589662.0,826894.8,4476619.0,5303513.5,0,-0.07046073778250139
981,2.61,22613192.0,12584358.0,617611.0,67261.73,1059281.8,15984772.0,17044054.0,0,-0.0407482262715827
982,0.74,11648948.0,13462667.0,9267253.0,16843174.0,1393325.9,10930690.0,12324016.0,0,-0.07281324608364181
983,0.65,20750894.0,15371267.0,7800889.0,4420881.0,2145171.8,6912954.5,9058126.0,0,-0.05436122702516022
984,2.49,35231890.0,13678451.0,16240905.0,15918183.0,357316.53,18821402.0,19178718.0,0,-0.03375349212122425
985,1.83,45408560.0,15265352.0,286256.06,10669713.0,1593953.5,13969968.0,15563922.0,0,-0.062285142063245535
986,2.37,30120946.0,13808623.0,15030175.0,7828984.5,893998.0,6146625.5,7040623.5,0,-0.10544894132670402
987,1.66,32852694.0,9834989.0,7877507.0,2843144.8,2214242.8,3774190.5,5988433.0,0,-0.06972237882447019
988,1.13,8684978.0,2762188.2,2226449.5,13019465.0,1683682.4,17016696.0,18700378.0,0,-0.04939617901481019
989,2.74,57173356.0,16078473.0,22296268.0,15850273.0,369720.84,11458031.0,11827752.0,0,-0.02835713147297525
990,2.69,58050510.0,630066.9,4826849.0,8932838.0,756132.56,709044.8,1465177.4,1,0.0007936756194661942
991,2.39,42718050.0,20317046.0,7940477.0,8647302.0,92080.08,8288041.0,8380121.5,0,-0.04630155165587224
992,1.2,1102145.6,16959020.0,4708988.0,14632123.0,1962188.0,8595545.0,10557733.0,0,-0.043732302578549986
993,2.1,33570212.0,13733924.0,15056074.0,9688865.0,1051142.2,15022762.0,16073904.0,0,-0.10852039903326743
994,1.45,39329772.0,19786994.0,17797250.0,15219778.0,123944.33,4618051.5,4741996.0,0,-0.03770947479945519
995,0.7,62171504.0,12537617.0,19574084.0,1048404.7,34265.99,8869701.0,8903967.0,1,0.009378205813396878
996,3.02,62259810.0,1155213.4,7073224.0,16614993.0,2433241.8,1542816.8,3976058.5,1,0.013779115380119222
997,0.82,53605556.0,11450873.0,11930241.0,5077130.0,2170422.5,2396583.8,4567006.5,0,-0.05026794961421721
998,3.11,3989876.5,5674528.5,15084877.0,3277830.2,851637.6,15381664.0,16233302.0,0,-0.04020783608919498
999,1.69,59585160.0,7563416.5,14317583.0,625626.44,1315455.6,10145639.0,11461094.0,0,-0.06523142495971496
1000,0.96,38294820.0,9407971.0,16285048.0,16158610.0,1466509.5,7478442.5,8944952.0,0,-0.09189445469773261
1001,1.96,50059964.0,15856521.0,17506382.0,1164621.6,1312155.2,5158105.5,6470260.5,0,-0.06637042039337337
1002,2.89,25451902.0,10295249.0,2216896.5,18490308.0,784303.5,18668544.0,19452846.0,0,-0.016639088037359806
1003,2.5,19981204.0,9716977.0,3828001.2,10942760.0,994567.2,9070244.0,10064812.0,0,-0.1086794791309002
1004,2.71,28955420.0,6181542.5,16701116.0,13535683.0,461335.12,10916896.0,11378232.0,0,-0.0932527424864712
1005,2.29,9180559.0,11051494.0,10841325.0,14051536.0,84579.31,19070342.0,19154922.0,0,-0.01575984754684623
1006,2.39,22318704.0,5084703.0,9712293.0,5670216.0,393992.97,14585967.0,14979960.0,0,-0.09849205007703415
1007,2.83,53605948.0,5342693.0,10358355.0,15623626.0,33253.07,7317960.0,7351213.0,0,-0.03295074470753767
1008,1.14,2372201.0,15501521.0,8461217.0,18331648.0,1102781.4,10780722.0,11883503.0,0,-0.050578441742409885
1009,1.82,9430802.0,7012138.5,13443013.0,7165175.0,1682923.4,7657305.5,9340229.0,0,-0.08053244550704097
1010,1.06,7820540.5,1052180.8,7353592.0,16183336.0,460744.34,10727518.0,11188262.0,0,-0.049175855502676
1011,3.22,25194548.0,7035271.0,14483485.0,14956831.0,1359584.2,12531236.0,13890821.0,0,-0.07530194434124704
1012,3.09,62317310.0,13071939.0,4608701.0,11422320.0,827513.75,18895444.0,19722958.0,0,-0.006878592137006256
1013,0.55,10835919.0,16662751.0,17232586.0,7121873.5,305555.88,14174403.0,14479959.0,0,-0.040712241120278714
1014,2.42,9093559.0,19691394.0,17776410.0,8043440.5,324896.3,13505355.0,13830251.0,0,-0.04926670156421886
1015,3.04,57196156.0,15275559.0,13157655.0,5959341.0,1573992.5,1873960.8,3447953.2,0,-0.034464403181054926
1016,0.95,55133148.0,8778838.0,8399751.0,8258195.5,299735.84,6186225.5,6485961.5,0,-0.05765947890324585
1017,2.04,2015287.0,6123143.0,327430.12,19172176.0,1408843.6,5438357.5,6847201.5,0,-0.028091398155940528
1018,3.01,46985890.0,2653600.2,2764088.0,7040483.0,485408.06,1948977.2,2434385.2,0,-0.013386873938628807
1019,0.54,40970336.0,12849101.0,1812370.9,12893010.0,2205552.8,16890198.0,19095750.0,0,-0.02162229284940964
1020,2.4,47988156.0,10437603.0,232099.17,6191778.5,127270.89,15754877.0,15882148.0,0,-0.05065310826569258
1021,1.28,30909238.0,13872938.0,16425889.0,9040429.0,985692.7,15309058.0,16294750.0,0,-0.08839244264073798
1022,3.04,61966800.0,4854251.5,21744416.0,1622964.9,1939138.8,3420724.5,5359863.0,1,0.007582344591091417
1023,3.17,2740767.0,6625181.5,254006.73,14786239.0,1907673.1,11618220.0,13525893.0,0,-0.04257589494263625
1024,3.09,14649612.0,5979359.0,2562991.8,12806115.0,368669.53,10216581.0,10585251.0,0,-0.04888438508257176
1025,1.77,24786414.0,16328390.0,19574882.0,6731874.0,500948.3,11866857.0,12367805.0,0,-0.08761155372959778
1026,2.86,28113708.0,3505172.2,15659031.0,10167887.0,1391189.4,15251841.0,16643030.0,0,-0.07885607489195118
1027,2.81,57590670.0,12455773.0,9204578.0,16897670.0,1742411.0,1819438.1,3561849.2,0,-0.027867854658842228
1028,1.34,35003470.0,1051266.6,22579782.0,860801.0,1915644.8,3702352.8,5617997.5,0,-0.00254030125925786
1029,2.77,2819772.8,11249144.0,13046224.0,18021210.0,1580188.8,5448986.0,7029174.5,0,-0.051682953829151446
1030,0.54,25493788.0,1308355.6,15229103.0,9120864.0,1994159.8,9116711.0,11110871.0,0,-0.05987893180695103
1031,2.12,26033052.0,3600294.5,14855593.0,16654220.0,1120126.1,11347331.0,12467457.0,0,-0.09350205047277377
1032,1.09,60348640.0,2313692.8,5065040.5,16689624.0,1427555.6,5912527.0,7340083.0,0,-0.046832242514422084
1033,0.78,37453236.0,7097666.5,11101714.0,1137440.9,1103199.5,2125827.8,3229027.2,0,-0.06299113003006551
1034,0.66,39731812.0,7036379.0,4921975.5,15141937.0,1937702.1,9827524.0,11765226.0,0,-0.07392046985093448
1035,2.4,44582370.0,16917276.0,11587066.0,14197938.0,445146.72,1151983.8,1597130.5,0,-0.047138201931329116
1036,1.4,48131824.0,4619951.5,700076.25,836794.4,642742.25,7045013.0,7687755.0,0,-0.04141198239915367
1037,2.48,39694308.0,1768386.1,8687133.0,18221166.0,2130945.0,855259.5,2986204.5,0,-0.02017191299572918
1038,0.62,14826051.0,12354232.0,8465403.0,12293188.0,1819157.1,4238884.0,6058041.0,0,-0.0647157416338412
1039,1.33,54632816.0,14072509.0,6632735.0,3245658.8,1872066.9,2133910.8,4005977.8,0,-0.05050313531689976
1040,1.96,45761644.0,6035208.0,1801952.6,2384778.5,252419.52,8647318.0,8899737.0,0,-0.039235134041821884
1041,2.66,46371116.0,12339950.0,17534578.0,10887178.0,1233510.1,4559763.5,5793273.5,0,-0.08441677565056166
1042,1.34,62290424.0,15886322.0,9562664.0,1139804.1,1437056.4,1060043.2,2497099.8,0,-0.023382502365287938
1043,2.2,50162456.0,7114607.5,18512694.0,3185131.0,1986019.9,5776072.5,7762092.5,0,-0.06251317668436807
1044,2.93,51826660.0,10754294.0,19007460.0,18374492.0,1075187.2,17293918.0,18369106.0,0,-0.028958916041126104
1045,2.17,59468220.0,3001667.0,4857977.0,14427965.0,1376884.1,16319882.0,17696766.0,0,-0.060610487277259595
1046,1.09,9446800.0,484063.56,9582570.0,11885207.0,606902.56,17103144.0,17710048.0,0,-0.050322586314544004
1047,0.51,31110814.0,20089164.0,16397556.0,4045490.8,2118949.5,7586517.0,9705467.0,0,-0.026680936075617945
1048,2.88,36288750.0,6135662.0,11360349.0,4233336.0,2327167.2,17025550.0,19352718.0,0,-0.047810694115450914
1049,0.5,20581650.0,5709284.5,19447344.0,8637111.0,1181959.5,18433646.0,19615606.0,0,-0.029750798372749743
1050,2.9,52467464.0,19922886.0,12999546.0,14608395.0,1113430.2,18560324.0,19673754.0,0,-0.012467246940917498
1051,1.93,47655550.0,14907357.0,14318948.0,76128.75,835905.8,2406574.5,3242480.2,0,-0.04828373615939008
1052,3.08,45059290.0,11981383.0,17899760.0,857750.7,679454.6,15954298.0,16633753.0,0,-0.06005363806987574
1053,2.68,62327470.0,14315550.0,2779772.8,16856790.0,1409141.0,6519491.5,7928632.5,0,-0.05204073159655753
1054,3.24,16212863.0,14532603.0,13287918.0,15771004.0,429760.7,8713068.0,9142829.0,0,-0.059981919736895706
1055,1.43,45970252.0,15625923.0,1942984.1,13458151.0,1500662.1,12700782.0,14201444.0,0,-0.08826174665554193
1056,2.6,34465932.0,1375402.0,5925875.0,9677501.0,1429362.2,14678097.0,16107459.0,0,-0.08339822906952993
1057,1.57,19563650.0,8450896.0,4834649.5,2811560.5,1767396.4,17432026.0,19199422.0,0,-0.06499215771613809
1058,1.79,10037657.0,6041486.5,12897361.0,1980577.4,574844.25,18555772.0,19130616.0,0,-0.03221745182510616
1059,2.2,55997810.0,1444600.9,19193392.0,17539978.0,1787496.0,14917053.0,16704549.0,0,-0.043354573569367894
1060,2.9,37219364.0,8446138.0,3020570.8,7410647.0,43095.27,4654167.0,4697262.0,0,-0.04768933778813189
1061,3.21,51563036.0,12613424.0,17476116.0,13478328.0,1360887.5,9849383.0,11210270.0,0,-0.07257342585614601
1062,2.6,34087180.0,3653949.8,3253841.0,8837987.0,2149377.8,6697021.5,8846399.0,0,-0.06749490998077301
1063,1.61,13749876.0,6244072.0,4313820.5,14160384.0,1853310.1,16759407.0,18612718.0,0,-0.0765397017080045
1064,1.62,21098762.0,13084193.0,20854536.0,3744999.0,2166592.8,9595355.0,11761947.0,0,-0.0671723211295508
1065,2.51,23848384.0,11859107.0,221276.19,9387599.0,377754.75,16594014.0,16971768.0,0,-0.0638264742553003
1066,1.11,60813920.0,17784536.0,4483768.5,7301082.5,1830618.2,18874128.0,20704748.0,0,-0.02217063685096876
1067,0.75,352195.78,16196951.0,4902525.0,4747458.5,1194473.8,5572328.5,6766802.5,0,-0.03487716763728532
1068,1.44,61609692.0,19766612.0,6410983.5,11579538.0,822923.75,566196.94,1389120.8,0,-0.01700643352028197
1069,1.25,61284390.0,12224889.0,8265296.5,10402856.0,905928.8,4152095.2,5058024.0,0,-0.05718812532094575
1070,1.27,62265050.0,14298027.0,2346641.0,9603093.0,259588.5,12393889.0,12653478.0,0,-0.04044166145410588
1071,1.1,29789496.0,17615056.0,10654344.0,11451513.0,1774747.4,15674667.0,17449414.0,0,-0.06962525255615115
1072,0.56,60243504.0,17195126.0,9082671.0,2761267.8,1609085.5,14498972.0,16108057.0,0,-0.042366559957624284
1073,0.49,24727234.0,14712644.0,14213255.0,7178682.5,388640.6,15555946.0,15944587.0,0,-0.051972692912205964
1074,3.22,1643633.4,10240531.0,19730488.0,6289958.5,1385831.0,17912762.0,19298594.0,0,-0.014103558440858088
1075,1.64,14023032.0,5592701.5,6771235.5,14901339.0,330197.12,4347003.0,4677200.0,0,-0.06674661861170195
1076,1.52,59086356.0,17957108.0,12429108.0,692087.3,797917.7,969569.1,1767486.8,0,-0.004726099914403981
1077,2.35,860454.44,15898582.0,8446464.0,5461889.0,112355.25,6361528.5,6473883.5,0,-0.040851172810208225
1078,1.05,34127756.0,17152436.0,915436.94,17790240.0,1581519.8,16540684.0,18122204.0,0,-0.021351392476554043
1079,3.11,4725604.5,2882038.0,18674222.0,5818733.5,31669.13,14100188.0,14131857.0,0,-0.016501485843786745
1080,2.65,17901464.0,6444400.0,14424375.0,2942769.0,663945.4,639692.4,1303637.8,0,-0.03174995854269502
1081,0.69,5506377.5,8697640.0,49405.28,14672154.0,679126.06,2996407.5,3675533.5,0,-0.023396120819944133
1082,1.61,53725404.0,17161544.0,5676168.5,926891.94,1905642.2,18011332.0,19916974.0,0,-0.029565250960363332
1083,2.91,36945292.0,18277902.0,7027536.5,8259151.5,1147499.5,9612569.0,10760068.0,0,-0.0894998933243103
1084,3.09,56386756.0,5831917.0,18457162.0,16570961.0,1459655.1,12400776.0,13860431.0,0,-0.04915908761394161
1085,1.75,43025988.0,14051598.0,17301370.0,18483806.0,634299.8,1826107.9,2460407.8,0,-0.023309870756235584
1086,2.16,60694810.0,1592901.4,9009744.0,4824293.0,1394500.8,11174285.0,12568786.0,0,-0.07198347047271991
1087,0.91,31870274.0,8384199.5,3578531.0,5738365.5,379936.62,16392365.0,16772301.0,0,-0.06731804631352167
1088,3.23,39923050.0,9962395.0,8779767.0,10989432.0,2526990.0,17483026.0,20010016.0,0,-0.024088216576167665
1089,1.09,36022590.0,15672942.0,18425656.0,4389014.0,1316441.5,8728935.0,10045376.0,0,-0.09383395300330771
1090,3.09,30269054.0,18259182.0,10289015.0,2920385.0,2239287.8,11369564.0,13608852.0,0,-0.058678572063634915
1091,2.27,52877252.0,6904381.0,2635307.0,8252597.0,269138.0,14138468.0,14407606.0,0,-0.07794246987757691
1092,2.15,40286492.0,10803117.0,876708.94,1399671.8,1503469.9,7729524.5,9232995.0,0,-0.0657846861653879
1093,1.88,50086556.0,13253636.0,7581249.5,17323844.0,1708787.4,5661120.0,7369907.5,0,-0.07195295684782244
1094,1.09,49152204.0,6728416.0,3374306.8,6474436.0,2009022.2,1724499.8,3733522.0,0,-0.05206028901077653
1095,0.94,11941470.0,20174532.0,16944930.0,6514877.5,1237358.8,3786019.0,5023378.0,0,-0.045580759569132545
1096,1.06,40638920.0,17927604.0,6339938.0,15331378.0,91878.51,19037570.0,19129450.0,0,-0.021640158715688695
1097,0.96,12479196.0,6067535.5,19956454.0,6616862.0,665101.25,16877162.0,17542264.0,0,-0.054514642240966915
1098,2.63,36460860.0,10397950.0,14040755.0,14741151.0,714562.3,6711483.5,7426046.0,0,-0.09203959459150718
1099,1.42,42343520.0,4725439.5,8953337.0,3511226.0,810878.06,16085003.0,16895882.0,0,-0.072763994328987
1100,0.6,62332824.0,10532190.0,13874915.0,10248162.0,234786.52,14816271.0,15051057.0,0,-0.0370029343065893
1101,3.16,1909128.1,13988204.0,6713323.5,14888476.0,1614.18,18743848.0,18745462.0,1,0.016613303706673355
1102,2.92,5703241.5,1750665.8,3214216.0,8715956.0,1323356.5,763581.56,2086938.0,0,-0.008509347269103906
1103,3.05,4814681.5,17811798.0,21928886.0,1391248.0,1876171.4,11217158.0,13093329.0,0,-0.02390343005803519
1104,3.24,24899880.0,12154318.0,12808328.0,14276108.0,585946.6,13576358.0,14162305.0,0,-0.08742760405171168
1105,0.93,51353930.0,20257738.0,166667.98,9571423.0,1766732.9,16068523.0,17835256.0,0,-0.017191820499603994
1106,1.55,52758300.0,523872.8,7057667.0,6129972.0,1861755.8,15550365.0,17412120.0,0,-0.05855186554441272
1107,2.57,46065410.0,17021248.0,3628391.2,19233566.0,1047198.44,5359643.0,6406841.5,0,-0.04525734386635294
1108,2.4,56059964.0,16211937.0,5872022.0,16972264.0,1337001.8,13630136.0,14967138.0,0,-0.07380261985823089
1109,0.87,20180626.0,2719567.0,1267172.4,732741.3,799576.1,15686306.0,16485882.0,0,-0.020029352530474887
1110,2.73,5510240.0,6863898.5,5574133.5,11500939.0,955484.56,9994345.0,10949829.0,0,-0.07990860414392259
1111,1.07,3634972.2,18112284.0,15534256.0,6869107.5,1500121.0,9706754.0,11206875.0,0,-0.06420645567228378
1112,1.07,53263120.0,10613056.0,18663628.0,724655.75,921605.1,8546905.0,9468510.0,0,-0.06690571911968063
1113,1.95,45656416.0,8214462.0,7900950.5,218858.81,1275991.6,4025809.0,5301800.5,0,-0.0671194600438233
1114,2.11,43667428.0,18536030.0,11882760.0,11309218.0,1893954.5,16147315.0,18041270.0,0,-0.0625457485390426
1115,2.07,21231744.0,1910815.9,950469.3,6201934.5,2456302.8,9730173.0,12186475.0,0,-0.0459592556861137
1116,0.7,23746272.0,9685094.0,2065138.5,13625439.0,2269025.0,2608594.5,4877619.5,0,-0.04128654806405674
1117,2.91,59887508.0,13354471.0,12552751.0,8803565.0,2328714.5,17711476.0,20040192.0,0,-0.014021881405792858
1118,1.19,3988236.0,12457192.0,19117758.0,14849460.0,2320359.8,16366765.0,18687124.0,0,-0.020465632490588304
1119,0.8,48362620.0,5409890.5,2001164.5,15751622.0,615045.75,8190847.0,8805893.0,0,-0.05300013088595068
1120,2.94,19353890.0,11531338.0,9519265.0,12732690.0,2409976.8,15145726.0,17555704.0,0,-0.07008480964860486
1121,3.13,2441215.5,14504665.0,22070966.0,8097439.5,566237.6,3219804.8,3786042.5,0,-0.021014722875556502
1122,2.86,46414850.0,11972939.0,16802814.0,19149902.0,2200671.5,18828268.0,21028940.0,1,0.0002761285398822366
1123,2.71,20683918.0,14011334.0,4494212.0,5941457.0,1479695.5,1650674.4,3130370.0,0,-0.06505416185318769
1124,2.28,45138320.0,5242078.5,6485894.0,9969015.0,2135682.2,17081862.0,19217544.0,0,-0.05904317364804379
1125,1.99,44232420.0,17048894.0,21559042.0,10081859.0,2501178.8,19332398.0,21833576.0,1,0.020075120763766163
1126,0.68,33427238.0,9205402.0,5026059.5,8298266.0,2229923.8,5616287.5,7846211.0,0,-0.05065555651229858
1127,1.59,48590228.0,20209038.0,10027828.0,2352195.2,2079177.1,15728115.0,17807292.0,0,-0.03735801238582148
1128,1.49,36318212.0,476663.84,8087858.5,6856967.5,525852.56,17705224.0,18231078.0,0,-0.057574000893164334
1129,1.17,17916482.0,7785273.5,11145255.0,4168899.8,2189700.0,18453824.0,20643524.0,0,-0.031034856845033154
1130,2.47,45886376.0,3694427.8,5380689.0,17433054.0,422090.6,13962857.0,14384948.0,0,-0.07364721650832612
1131,1.83,36824600.0,11373645.0,15200706.0,12696670.0,1305605.2,12012582.0,13318187.0,0,-0.11803764018608709
1132,0.67,795610.44,4978547.5,5335447.5,5575863.0,1279191.1,2025638.2,3304829.5,0,-0.026491140965072546
1133,1.06,56357860.0,15096596.0,13693962.0,10960014.0,1320942.8,9090129.0,10411071.0,0,-0.07968980549781296
1134,2.36,34105844.0,18052300.0,8136968.0,16529304.0,1841447.5,7638751.0,9480199.0,0,-0.08396251504634389
1135,0.65,54294120.0,4316923.5,5719476.5,18102926.0,1008475.5,425213.1,1433688.6,0,-6.11756418605891e-05
1136,2.83,55176050.0,3289162.8,15806873.0,1453674.0,1162820.5,5531686.5,6694507.0,0,-0.05096353424296318
1137,1.83,27812976.0,17919062.0,21953044.0,15244884.0,1678156.2,14399903.0,16078059.0,0,-0.04798439154953005
1138,1.79,31731658.0,7395443.0,19772742.0,18720416.0,1737613.1,5893840.5,7631453.5,0,-0.06747319517567418
1139,2.1,25987046.0,8896176.0,1974950.9,9052016.0,1114149.1,649997.9,1764147.0,0,-0.06149973437917422
1140,2.76,28092382.0,4523372.0,10335013.0,19286614.0,132781.31,14924437.0,15057218.0,0,-0.04160361870414919
1141,1.42,55951760.0,8706439.0,15801808.0,18541600.0,659747.5,15660828.0,16320576.0,0,-0.03369820855508021
1142,2.35,49263468.0,4734845.0,12795919.0,12726044.0,2403877.5,526555.5,2930433.0,0,-0.030152559690814762
1143,2.03,7908643.0,13631916.0,16519981.0,16420890.0,2361592.2,16195709.0,18557302.0,0,-0.034719206202037056
1144,1.19,38147716.0,10212286.0,22177758.0,5745357.0,1654290.8,15438283.0,17092574.0,0,-0.05807728827910297
1145,2.91,62249788.0,16132049.0,7784498.5,17774146.0,471695.06,12030168.0,12501863.0,0,-0.022310299273954226
1146,2.68,37225316.0,6401723.5,17532444.0,11466747.0,243716.88,862162.56,1105879.4,0,-0.022011337143988396
1147,2.29,49121430.0,10349819.0,2139522.0,9873820.0,2417910.2,18288124.0,20706034.0,0,-0.022519384828978528
1148,2.83,48070704.0,5312591.0,19781220.0,16189388.0,2223468.8,1942460.8,4165929.5,0,-0.025684068132502347
1149,2.88,21896878.0,19129216.0,17704364.0,17232294.0,1013299.0,13936805.0,14950104.0,0,-0.04798233994645529
1150,2.43,23242734.0,10684322.0,11848684.0,13585392.0,1603244.0,14798230.0,16401474.0,0,-0.1060202810312374
1151,2.79,45258890.0,3550876.8,18673270.0,485031.28,2327832.2,18348118.0,20675950.0,1,0.0010469088678344285
1152,2.4,31251836.0,5583669.0,15161428.0,11569755.0,351800.7,18357194.0,18708996.0,0,-0.06312660606572418
1153,2.35,35663930.0,1697050.6,12559621.0,15918050.0,1620203.8,5401812.5,7022016.0,0,-0.07495434833701614
1154,2.18,44560660.0,569409.4,21515472.0,10563576.0,2341413.8,4494611.0,6836024.5,0,-0.026025074339509402
1155,2.56,48602850.0,10765921.0,2962702.0,18111142.0,2130157.5,7962245.0,10092402.0,0,-0.05587328396342506
